,decyear,east(m),north(m),up(m)
1751,2025.0951,0.664858,0.999013,-0.192411
1752,2025.0979,0.663354,0.998708,-0.193624
1753,2025.1006,0.665066,0.997743,-0.201686
1754,2025.1034,0.664887,0.999731,-0.197805
1755,2025.1061,0.664579,0.999205,-0.20304
1756,2025.1088,0.665152,1.001147,-0.203132
1757,2025.1116,0.666794,0.999813,-0.199334
1758,2025.1143,0.664677,0.999902,-0.198431
1759,2025.117,0.666695,0.99939,-0.196418
1760,2025.1198,0.665753,0.998569,-0.196338
1761,2025.1225,0.664479,0.999335,-0.2041
1762,2025.1253,0.665003,1.001166,-0.202171
1763,2025.128,0.666484,0.999733,-0.203012
1764,2025.1307,0.664861,0.999091,-0.203988
1765,2025.1335,0.665814,0.999622,-0.20547
1766,2025.1362,0.666276,0.999889,-0.20116
1767,2025.1389,0.666611,1.000452,-0.203083
1768,2025.1417,0.666155,1.001219,-0.204634
1769,2025.1444,0.666334,0.999897,-0.205006
1770,2025.1472,0.665028,0.998498,-0.204358
1771,2025.1499,0.671906,0.997998,-0.202077
1772,2025.1526,0.671418,0.997412,-0.199572
1773,2025.1554,0.666958,0.999397,-0.202379
1774,2025.1581,0.665837,1.000288,-0.203299
1775,2025.1608,0.667877,0.99975,-0.203848
1776,2025.1636,0.669252,1.000122,-0.205903
1777,2025.1663,0.668091,0.997105,-0.207954
1778,2025.1691,0.665956,0.998877,-0.208889
1779,2025.1718,0.666739,1.001016,-0.210583
1780,2025.1745,0.667808,0.999726,-0.209002
1781,2025.1773,0.666599,0.997374,-0.213386
1782,2025.18,0.668144,0.998024,-0.211726
1783,2025.1828,0.668381,0.999568,-0.213941
1784,2025.1855,0.667679,0.999998,-0.217861
1785,2025.1882,0.667639,0.999315,-0.213521
1786,2025.191,0.667061,0.999328,-0.208362
1787,2025.1937,0.666719,0.997642,-0.204033
1788,2025.1964,0.668566,0.997443,-0.205751
1789,2025.1992,0.66679,0.997514,-0.210979
1790,2025.2019,0.665587,0.999642,-0.210813
1791,2025.2047,0.667544,0.999462,-0.21852
1792,2025.2074,0.66825,0.99898,-0.215641
1793,2025.2101,0.665476,0.999267,-0.2166
1794,2025.2129,0.666619,0.998633,-0.218192
1795,2025.2156,0.665988,0.998743,-0.216793
1796,2025.2183,0.66726,0.998645,-0.215581
1797,2025.2211,0.667173,0.998661,-0.218138
1798,2025.2238,0.66678,1.000036,-0.218831
1799,2025.2266,0.666356,0.999884,-0.221439
1800,2025.2293,0.667017,1.000588,-0.220436
1801,2025.232,0.667704,1.002034,-0.218672
1802,2025.2348,0.667263,1.001771,-0.220221
1803,2025.2375,0.666396,1.001324,-0.21642
1804,2025.2402,0.666572,1.002155,-0.215562
1805,2025.243,0.666519,1.003176,-0.217902
1806,2025.2457,0.663753,1.001162,-0.216368
1807,2025.2485,0.664384,1.000708,-0.215458
1808,2025.2512,0.665541,1.000896,-0.217584
1809,2025.2539,0.665439,1.002569,-0.219888
1810,2025.2567,0.665223,1.004042,-0.221382
1811,2025.2594,0.666073,1.003925,-0.219983
1812,2025.2621,0.666403,1.003222,-0.226064
1813,2025.2649,0.666543,1.003271,-0.223739
1814,2025.2676,0.665886,1.003594,-0.222263
1815,2025.2704,0.666603,1.004272,-0.224453
1816,2025.2731,0.665864,1.003584,-0.229321
1817,2025.2786,0.665068,1.003405,-0.225924
1818,2025.2813,0.66449,1.00444,-0.230855
1819,2025.2841,0.666816,1.004609,-0.230217
1820,2025.3498,0.657638,1.003398,-0.24282
1821,2025.3525,0.658742,1.004022,-0.238614
1822,2025.3552,0.659285,1.003874,-0.242705
1823,2025.358,0.659253,1.001595,-0.238431
1824,2025.3607,0.659322,1.003188,-0.240957
1825,2025.3634,0.657948,1.002745,-0.236307
1826,2025.3662,0.659593,1.00287,-0.236292
1827,2025.3689,0.661137,1.003347,-0.244281
1828,2025.3717,0.659097,1.00179,-0.244958
1829,2025.3744,0.662083,1.003855,-0.240715
1830,2025.3771,0.661552,1.004252,-0.237666
1831,2025.3799,0.661889,1.002828,-0.243855
1832,2025.3826,0.660998,1.002346,-0.246283
1833,2025.3854,0.662746,1.004555,-0.245398
1834,2025.3881,0.662373,1.003346,-0.249582
1835,2025.3908,0.662671,1.003608,-0.247708
1836,2025.3936,0.662209,1.001982,-0.250529
1837,2025.3963,0.663323,1.002563,-0.258039
1838,2025.399,0.665625,1.003907,-0.257756
1839,2025.4018,0.665759,1.002983,-0.259722
1840,2025.4045,0.66558,1.003666,-0.257187
1841,2025.4073,0.666593,1.003763,-0.260263
1842,2025.41,0.664925,1.003118,-0.259059
1843,2025.4127,0.665801,1.003404,-0.264074
1844,2025.4155,0.663094,1.004215,-0.260955
1845,2025.4182,0.664432,1.002093,-0.266486
1846,2025.4209,0.663258,1.003888,-0.262545
1847,2025.4237,0.662569,1.002192,-0.264565
1848,2025.4264,0.66506,1.002583,-0.260676
1849,2025.4319,0.664387,1.003935,-0.262646
1850,2025.4346,0.665147,1.003573,-0.263591
1851,2025.4374,0.665381,1.002754,-0.263332
1852,2025.4401,0.665801,1.00347,-0.259811
1853,2025.4428,0.665309,1.003029,-0.25553
1854,2025.4456,0.664175,1.003633,-0.258896
1855,2025.4483,0.665822,1.005857,-0.254661
1856,2025.4812,0.665938,1.001961,-0.262492
1857,2025.4839,0.665328,1.002275,-0.261447
1858,2025.4867,0.664977,1.004072,-0.255651
1859,2025.4894,0.664021,1.003955,-0.263026
1860,2025.4921,0.665019,1.003597,-0.266141
1861,2025.4949,0.665465,1.002433,-0.26605
1862,2025.4976,0.665248,1.00296,-0.262568
1863,2025.5003,0.666096,1.002115,-0.259851
1864,2025.5031,0.66558,1.003793,-0.261217
1865,2025.5058,0.666089,1.003123,-0.260509
1866,2025.5086,0.666383,1.00188,-0.263738
1867,2025.5195,0.665798,1.002299,-0.266505
1868,2025.5277,0.663897,1.0021,-0.270529
1869,2025.5305,0.665343,1.003491,-0.268212
1870,2025.5332,0.665539,1.004394,-0.272819
1871,2025.5359,0.666799,1.003822,-0.266928
1872,2025.5387,0.666093,1.002798,-0.274036
1873,2025.5414,0.666398,1.000907,-0.271714
1874,2025.5633,0.666193,1.002832,-0.281421
1875,2025.5715,0.666225,1.004377,-0.284962
